nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Rodrigues Alves,394,0.0,5149.0,18,6.852791878172589,17.131979695431472,5.243736647892795,13.109341619731985
Santa Rosa do Purus,181,0.0,1666.0,3,2.4861878453038675,6.2154696132596685,2.701080432172869,6.752701080432173
Senador Guiomard,453,0.01,6918.0,8,2.675496688741722,6.688741721854305,1.7519514310494364,4.3798785776235905
Sena Madureira,827,0.01,13374.0,27,4.9461910519951635,12.36547762998791,3.0585464333781966,7.646366083445492
Tarauacá,1230,0.01,11651.0,48,5.912195121951219,14.780487804878051,6.241524332675307,15.603810831688268
Xapuri,306,0.01,5512.0,15,7.426470588235294,18.566176470588236,4.122822931785196,10.307057329462989
Porto Acre,368,0.0,5182.0,1,0.4076086956521739,1.0190217391304348,0.28946352759552296,0.7236588189888074
Município ignorado - AM,23,,,,,,,
Alvarães,308,0.01,4311.0,6,2.9512987012987013,7.378246753246753,2.1085594989561587,5.271398747390397
Amaturá,264,0.0,3252.0,,,,,
Anamã,212,0.01,3614.0,1,0.714622641509434,1.786556603773585,0.4192030990592142,1.0480077476480354
Anori,267,0.0,5875.0,1,0.5617977528089888,1.4044943820224718,0.2553191489361702,0.6382978723404255
Apuí,223,0.0,6472.0,,,,,
Atalaia do Norte,435,0.0,5474.0,2,0.6896551724137931,1.7241379310344827,0.5480453050785532,1.370113262696383
Autazes,944,0.0,10330.0,15,2.3834745762711864,5.958686440677966,2.178121974830591,5.445304937076476
Barcelos,418,0.0,8114.0,5,1.7942583732057416,4.485645933014354,0.9243283214197683,2.310820803549421
Barreirinha,756,0.0,8314.0,22,4.365079365079365,10.912698412698413,3.9692085638681744,9.923021409670435
Benjamin Constant,1076,0.01,11162.0,40,5.631970260223048,14.07992565055762,5.429134563698262,13.572836409245655
Beruri,487,0.0,5000.0,11,3.3880903490759757,8.470225872689939,3.3,8.25
Boa Vista do Ramos,328,0.0,4979.0,,,,,
Boca do Acre,733,0.01,9936.0,19,3.927012278308322,9.817530695770806,2.8970410628019323,7.242602657004832
Borba,709,0.0,11297.0,21,4.4428772919605075,11.107193229901268,2.7883508896167126,6.970877224041781
Caapiranga,204,0.0,3661.0,1,0.7352941176470588,1.8382352941176472,0.409724119093144,1.02431029773286
Canutama,231,0.01,4305.0,3,1.9675324675324675,4.918831168831169,1.0557491289198606,2.6393728222996518
Carauari,658,0.05,8387.0,,,,,
Careiro,473,0.0,11132.0,13,4.12262156448203,10.306553911205075,1.751706791232483,4.3792669780812075
Careiro da Várzea,207,0.0,8202.0,8,5.797101449275362,14.492753623188406,1.463057790782736,3.6576444769568397
Coari,1704,0.01,25369.0,186,16.536971830985916,41.34242957746479,11.107651070203792,27.76912767550948
Codajás,426,0.01,8323.0,,,,,
Eirunepé,850,0.01,9894.0,23,4.099411764705882,10.248529411764705,3.521831412977562,8.804578532443905
Envira,386,0.0,5573.0,2,0.7772020725388601,1.9430051813471503,0.5383097075183922,1.3457742687959806
Fonte Boa,606,0.0,6041.0,,,,,
Guajará,356,0.0,4729.0,9,3.7921348314606744,9.480337078651685,2.854726157750053,7.136815394375132
Humaitá,969,0.01,15610.0,48,7.504643962848297,18.761609907120743,4.658552210121717,11.646380525304293
Ipixuna,406,0.0,7767.0,23,8.497536945812808,21.24384236453202,4.441869447663191,11.104673619157975
Iranduba,873,0.01,13676.0,5,0.8676975945017182,2.1692439862542954,0.5538900263234864,1.384725065808716
Itacoatiara,2067,0.02,29242.0,188,13.915820029027575,34.78955007256894,9.83653648861227,24.591341221530676
Itamarati,260,0.0,2438.0,5,2.8846153846153846,7.211538461538461,3.0762920426579163,7.690730106644791
Itapiranga,154,0.01,2623.0,,,,,
Japurá,148,0.0,1618.0,1,1.0135135135135136,2.5337837837837838,0.927070457354759,2.317676143386897
Juruá,193,0.0,3942.0,7,5.4404145077720205,13.601036269430052,2.663622526636225,6.659056316590563
Jutaí,631,0.0,4585.0,10,2.3771790808240887,5.942947702060222,3.271537622682661,8.178844056706653
Lábrea,715,0.01,12633.0,2,0.42377622377622376,1.0594405594405596,0.2398480170980765,0.5996200427451912
Manacapuru,2130,0.01,28906.0,7,0.497887323943662,1.2447183098591548,0.3668788486819346,0.9171971217048364
Manaquiri,233,0.0,8551.0,6,3.862660944206009,9.656652360515022,1.0525084785405217,2.631271196351304
Manaus,42804,0.28,689192.0,1685,7.558172133445473,18.89543033361368,4.694192619763433,11.735481549408584
Manicoré,900,0.0,15795.0,43,7.166666666666667,17.916666666666668,4.083570750237417,10.208926875593543
Maraã,399,0.0,5237.0,3,1.1278195488721803,2.819548872180451,0.85927057475654,2.1481764368913496
Maués,1362,0.01,16609.0,69,7.67511013215859,19.187775330396477,6.293876813775664,15.734692034439158
Nhamundá,357,0.0,5934.0,9,3.7815126050420167,9.453781512605042,2.2750252780586453,5.687563195146613
Nova Olinda do Norte,618,0.0,10701.0,29,7.038834951456311,17.597087378640776,4.065040650406504,10.16260162601626
Novo Airão,307,0.01,5138.0,1,0.493485342019544,1.23371335504886,0.29486181393538347,0.7371545348384585
Novo Aripuanã,344,0.0,7177.0,1,0.436046511627907,1.0901162790697674,0.2090009753378849,0.5225024383447123
Parintins,2056,0.01,33337.0,149,10.97932879377432,27.448321984435797,6.771305156432793,16.92826289108198
Pauini,364,0.0,5580.0,11,4.532967032967033,11.332417582417582,2.956989247311828,7.39247311827957
Presidente Figueiredo,585,0.08,9845.0,22,6.092307692307693,15.230769230769232,3.6201117318435756,9.050279329608939
Rio Preto da Eva,412,0.01,9364.0,,,,,
Santa Isabel do Rio Negro,225,0.0,6076.0,,,,,
Santo Antônio do Içá,651,0.0,7082.0,,,,,
São Gabriel da Cachoeira,1254,0.01,12375.0,,,,,
São Paulo de Olivença,985,0.0,10556.0,10,1.5228426395939088,3.807106598984772,1.4209928003031451,3.552482000757863
São Sebastião do Uatumã,163,0.0,3778.0,14,12.883435582822086,32.20858895705521,5.55849655902594,13.896241397564848
Silves,180,0.0,2459.0,,,,,
Tabatinga,1817,0.01,18544.0,90,7.504127682993945,18.760319207484866,7.352782571182053,18.381956427955135
Tapauá,385,0.0,5374.0,8,3.116883116883117,7.792207792207792,2.232973576479345,5.582433941198363
Tefé,1587,0.02,18985.0,143,13.786389413988656,34.465973534971646,11.52436133789834,28.810903344745853
Tonantins,366,0.0,5428.0,,,,,
Uarini,302,0.0,3692.0,,,,,
Urucará,284,0.01,4911.0,,,,,
Urucurituba,329,0.0,5995.0,,,,,
Município ignorado - RR,7,,,,,,,
Amajari,298,0.0,2978.0,6,3.0201342281879198,7.550335570469799,3.0221625251846875,7.555406312961719
Alto Alegre,557,0.0,4338.0,25,6.732495511669659,16.83123877917415,8.64453665283541,21.611341632088518
Boa Vista,6754,0.1,110575.0,756,18.469055374592834,46.172638436482096,11.28103097445173,28.202577436129328
Bonfim,325,0.0,3151.0,11,5.076923076923077,12.692307692307692,5.236432878451286,13.091082196128212
Cantá,362,0.0,4505.0,16,6.629834254143646,16.574585635359114,5.3274139844617086,13.318534961154272
Caracaraí,393,0.01,6232.0,21,8.095419847328245,20.238549618320608,5.1051026957638,12.762756739409499
Caroebe,154,0.0,2767.0,7,6.8181818181818175,17.045454545454543,3.7947235272858695,9.486808818214673
Iracema,156,0.0,3203.0,9,8.653846153846153,21.634615384615387,4.214798626287855,10.536996565719638
Mucajaí,299,0.01,4980.0,27,13.680602006688963,34.20150501672241,8.213855421686747,20.53463855421687
Normandia,376,0.0,2743.0,19,7.579787234042554,18.949468085106382,10.390083849799488,25.975209624498724
Pacaraima,339,0.01,3537.0,17,7.597345132743362,18.993362831858406,7.281594571670907,18.20398642917727
Rorainópolis,442,0.0,8640.0,21,7.126696832579185,17.816742081447963,3.6458333333333335,9.114583333333334
São João da Baliza,117,0.01,2402.0,5,6.474358974358975,16.185897435897438,3.1536219816819315,7.88405495420483
São Luiz,67,0.01,2407.0,4,9.044776119402986,22.611940298507463,2.5176568342334855,6.294142085583714
Uiramutã,462,0.0,2527.0,18,5.844155844155844,14.61038961038961,10.684606252473287,26.71151563118322
Município ignorado - PA,2,,,,,,,
Abaetetuba,2703,0.06,49589.0,152,8.941176470588236,22.35294117647059,4.873661497509529,12.184153743773821
Abel Figueiredo,100,0.01,2239.0,9,13.635,34.0875,6.089772219740956,15.22443054935239
Acará,1115,0.03,16720.0,48,6.651121076233184,16.62780269058296,4.435406698564592,11.088516746411484
Afuá,806,0.0,11157.0,36,6.699751861042183,16.74937965260546,4.840010755579457,12.100026888948642
Água Azul do Norte,182,0.0,8941.0,,,,,
Alenquer,1133,0.01,16571.0,39,5.214916151809356,13.03729037952339,3.5655663508539015,8.913915877134754
Almeirim,801,0.08,10728.0,32,6.471910112359551,16.179775280898877,4.832214765100671,12.080536912751679
Altamira,2866,0.06,35871.0,187,10.374389392882067,25.935973482205167,8.28886844526219,20.722171113155476
Anajás,737,0.0,8002.0,15,3.0529172320217097,7.632293080054274,2.811797050737316,7.029492626843289
Ananindeua,8281,0.2,178563.0,392,8.520710059171597,21.301775147928996,3.9515465129954137,9.878866282488532
Anapu,542,0.0,7312.0,33,9.132841328413283,22.83210332103321,6.769693654266958,16.924234135667398
Augusto Corrêa,990,0.0,13060.0,14,2.1212121212121215,5.303030303030303,1.6079632465543643,4.019908116385912
Aurora do Pará,472,0.0,9599.0,22,6.991525423728813,17.478813559322035,3.4378581102198145,8.594645275549537
Aveiro,194,0.01,4672.0,2,1.561855670103093,3.904639175257732,0.6485445205479453,1.6213613013698631
Bagre,547,0.0,8752.0,7,1.9195612431444242,4.798903107861061,1.1997257769652652,2.999314442413163
Baião,578,0.0,13310.0,14,3.633217993079585,9.083044982698961,1.5777610818933132,3.9444027047332835
Bannach,48,0.01,986.0,,,,,
Barcarena,2105,0.14,38033.0,16,1.2997624703087887,3.2494061757719717,0.7193752793626589,1.798438198406647
Belém,21526,0.29,499110.0,1243,11.173487875127751,27.93371968781938,4.81898779828094,12.04746949570235
Belterra,240,0.01,5093.0,3,1.89375,4.734375,0.892401335165914,2.2310033379147853
Benevides,1079,0.07,19562.0,43,6.396200185356812,15.990500463392031,3.528013495552602,8.820033738881506
Bom Jesus do Tocantins,203,0.01,4976.0,3,2.2389162561576357,5.597290640394089,0.9133842443729903,2.2834606109324764
Bonito,215,0.0,4783.0,5,3.488372093023256,8.720930232558139,1.5680535228935815,3.9201338072339533
Bragança,2352,0.02,39088.0,79,5.139030612244897,12.847576530612246,3.0922533769954974,7.7306334424887435
Brasil Novo,290,0.01,4715.0,3,1.5672413793103448,3.918103448275862,0.9639448568398727,2.4098621420996817
Brejo Grande do Araguaia,92,0.0,2232.0,1,1.6304347826086956,4.076086956521739,0.6720430107526882,1.6801075268817205
Breu Branco,851,0.02,19070.0,36,6.4723854289071685,16.180963572267917,2.888306240167803,7.220765600419506
Breves,2769,0.01,29871.0,138,7.550379198266521,18.875947995666305,6.999096113287135,17.497740283217837
Bujaru,501,0.03,8506.0,11,3.3922155688622757,8.48053892215569,1.998001410768869,4.995003526922173
Cachoeira do Piriá,313,0.0,9725.0,7,3.3546325878594248,8.386581469648563,1.0796915167095116,2.699228791773779
Cachoeira do Arari,301,0.0,6835.0,5,2.4916943521594686,6.229235880398671,1.097293343087052,2.7432333577176298
Cametá,2510,0.01,40494.0,180,10.864541832669323,27.161354581673308,6.734331012001777,16.835827530004444
Canaã dos Carajás,1124,0.57,11225.0,57,11.942615658362989,29.856539145907472,11.958574610244987,29.89643652561247
Capanema,1095,0.08,22128.0,16,2.3671232876712334,5.917808219178084,1.1713665943600868,2.9284164859002173
Capitão Poço,851,0.01,17500.0,9,1.6022326674500587,4.005581668625147,0.7791428571428571,1.9478571428571427
Castanhal,3217,0.09,64879.0,122,6.200497357786759,15.501243394466895,3.0744925168390393,7.686231292097597
Chaves,342,0.0,6528.0,7,3.070175438596491,7.675438596491229,1.6084558823529411,4.021139705882352
Colares,182,0.0,3487.0,4,3.296703296703297,8.241758241758241,1.720676799541153,4.301691998852882
Conceição do Araguaia,805,0.03,14643.0,12,2.3031055900621116,5.75776397515528,1.2661339889366932,3.1653349723417334
Concórdia do Pará,505,0.06,9785.0,12,3.778217821782179,9.445544554455445,1.9499233520694943,4.874808380173736
Cumaru do Norte,136,0.0,3331.0,3,3.308823529411765,8.272058823529411,1.3509456619633744,3.377364154908436
Curionópolis,399,0.14,5523.0,22,9.428571428571429,23.571428571428573,6.811515480717002,17.028788701792507
Curralinho,645,0.0,9300.0,8,1.8604651162790697,4.651162790697675,1.2903225806451613,3.225806451612903
Curuá,247,0.0,4034.0,,,,,
Curuçá,530,0.01,11345.0,23,6.574528301886792,16.43632075471698,3.0713970912296165,7.678492728074041
Dom Eliseu,705,0.03,18155.0,35,7.670212765957447,19.175531914893618,2.9785183145139085,7.44629578628477
Eldorado dos Carajás,547,0.01,10124.0,17,4.708409506398537,11.771023765996343,2.5439549585144214,6.359887396286053
Faro,174,0.01,2278.0,1,0.8706896551724139,2.1767241379310347,0.6650570676031607,1.6626426690079017
Floresta do Araguaia,296,0.01,5875.0,3,1.5354729729729728,3.8386824324324325,0.7736170212765957,1.9340425531914895
Garrafão do Norte,508,0.0,8063.0,1,0.2952755905511811,0.7381889763779528,0.18603497457522014,0.46508743643805034
Goianésia do Pará,536,0.0,12239.0,28,7.835820895522389,19.58955223880597,3.4316529128196747,8.579132282049187
Gurupá,730,0.0,9272.0,22,4.52054794520548,11.301369863013697,3.5591026747195857,8.897756686798965
Igarapé-Açu,610,0.02,12158.0,14,3.511475409836066,8.778688524590164,1.7618029281131766,4.404507320282942
Igarapé-Miri,1165,0.01,19050.0,61,7.932618025751073,19.831545064377682,4.851181102362205,12.127952755905511
Inhangapi,166,0.01,3472.0,3,2.7379518072289155,6.844879518072291,1.3090437788018432,3.2726094470046085
Ipixuna do Pará,576,0.01,18872.0,17,4.471354166666666,11.178385416666666,1.3647202204323865,3.411800551080967
Irituia,462,0.01,9666.0,12,3.935064935064935,9.837662337662339,1.8808193668528863,4.702048417132216
Itaituba,2166,0.02,32870.0,172,12.149584487534627,30.373961218836566,8.006084575600852,20.015211439002126
Itupiranga,865,0.01,16041.0,38,6.655491329479769,16.63872832369942,3.5889283710491866,8.972320927622967
Jacareacanga,567,0.01,3238.0,,,,,
Jacundá,919,0.01,19055.0,38,6.264417845484221,15.661044613710557,3.0212542639727107,7.553135659931777
Juruti,1073,0.01,15941.0,58,8.18918918918919,20.472972972972975,5.51220124208017,13.780503105200427
Limoeiro do Ajuru,444,0.0,8350.0,7,2.364864864864865,5.912162162162162,1.25748502994012,3.143712574850299
Mãe do Rio,621,0.02,9778.0,37,9.115942028985508,22.78985507246377,5.789527510738393,14.473818776845981
Magalhães Barata,117,0.01,2414.0,3,3.884615384615384,9.711538461538462,1.8827671913835957,4.70691797845899
Marabá,5128,0.13,85632.0,289,9.552554602184086,23.881386505460213,5.720466647982063,14.301166619955156
Maracanã,421,0.0,8716.0,13,4.631828978622328,11.579572446555819,2.2372648003671407,5.593162000917852
Marapanim,369,0.01,8261.0,8,3.284552845528456,8.21138211382114,1.4671347294516404,3.6678368236291004
Marituba,1853,0.05,42501.0,95,8.074743658931464,20.186859147328658,3.5205053998729445,8.80126349968236
Medicilândia,432,0.0,9043.0,1,0.3472222222222222,0.8680555555555556,0.16587415680636955,0.4146853920159239
Melgaço,601,0.0,7777.0,20,4.9916805324459235,12.479201331114808,3.8575286100038575,9.643821525009644
Mocajuba,516,0.01,8942.0,7,2.0552325581395348,5.138081395348837,1.1859762916573473,2.9649407291433683
Moju,1217,0.05,23615.0,59,7.635579293344288,19.08894823336072,3.934998941350836,9.83749735337709
Mojuí dos Campos,168,0.0,4722.0,,,,,
Monte Alegre,1094,0.01,17779.0,52,7.20109689213894,18.002742230347348,4.4310703639124815,11.077675909781203
Muaná,610,0.01,11712.0,25,6.209016393442623,15.522540983606559,3.233862704918033,8.084656762295083
Nova Esperança do Piriá,401,0.0,6562.0,3,1.1221945137157108,2.8054862842892767,0.6857665345931119,1.7144163364827796
Nova Ipixuna,215,0.01,4794.0,10,7.046511627906978,17.616279069767444,3.1602002503128914,7.900500625782228
Nova Timboteua,171,0.01,4476.0,2,1.7719298245614037,4.4298245614035086,0.6769436997319036,1.6923592493297588
Novo Progresso,576,0.01,8566.0,7,1.8411458333333335,4.602864583333333,1.2380340882558956,3.095085220639738
Novo Repartimento,1260,0.0,21546.0,29,3.4523809523809526,8.630952380952381,2.018936229462545,5.047340573656363
Óbidos,1047,0.01,15161.0,5,0.7234957020057307,1.8087392550143264,0.4996372270958381,1.2490930677395948
Oeiras do Pará,701,0.0,9141.0,19,4.065620542082739,10.164051355206848,3.1178208073514933,7.794552018378734
Oriximiná,1482,0.09,21555.0,127,14.011133603238868,35.02783400809717,9.633263743910925,24.083159359777316
Ourém,268,0.01,5270.0,1,0.5652985074626866,1.4132462686567164,0.2874762808349146,0.7186907020872866
Ourilândia do Norte,667,0.14,10132.0,13,3.3328335832083966,8.33208395802099,2.1940386893012245,5.48509672325306
Pacajá,625,0.0,12993.0,21,5.04,12.6,2.4243823597321636,6.060955899330408
Palestina do Pará,100,0.0,2306.0,2,3.0,7.5,1.3009540329575022,3.2523850823937552
Paragominas,2069,0.1,36299.0,174,13.876268728854521,34.6906718221363,7.9093087963855755,19.77327199096394
Parauapebas,5360,0.45,63494.0,227,9.211287313432836,23.02821828358209,7.775931584086685,19.439828960216715
Pau D'Arco,137,0.0,1796.0,1,1.094890510948905,2.737226277372263,0.8351893095768375,2.0879732739420938
Peixe-Boi,119,0.01,2501.0,4,5.0924369747899165,12.731092436974789,2.423030787684926,6.057576969212315
Piçarra,152,0.0,3994.0,7,6.907894736842106,17.269736842105264,2.628943415122684,6.57235853780671
Placas,299,0.0,8617.0,9,4.51505016722408,11.2876254180602,1.5666705349889753,3.916676337472438
Ponta de Pedras,332,0.01,9071.0,12,5.475903614457831,13.689759036144581,2.0041891742916986,5.010472935729248
Portel,1480,0.0,17221.0,40,4.054054054054054,10.135135135135135,3.4841182277451948,8.710295569362987
Porto de Moz,675,0.0,11475.0,35,7.777777777777778,19.444444444444446,4.575163398692811,11.437908496732025
Prainha,655,0.0,9021.0,15,3.435114503816794,8.587786259541986,2.494180246092451,6.2354506152311275
Primavera,193,0.01,3260.0,1,0.7849740932642488,1.9624352331606219,0.46472392638036814,1.1618098159509203
Quatipuru,173,0.01,4088.0,1,0.8757225433526012,2.189306358381503,0.3705968688845402,0.9264921722113504
Redenção,1651,0.07,27119.0,8,0.7777104784978801,1.9442761962447004,0.4734687857221874,1.1836719643054685
Rio Maria,308,0.05,5792.0,,,,,
Rondon do Pará,672,0.04,15991.0,28,6.5,16.25,2.7315364892752174,6.828841223188043
Rurópolis,373,0.0,14491.0,14,5.630026809651475,14.075067024128687,1.4491753502173763,3.6229383755434403
Salinópolis,736,0.02,12778.0,14,2.910326086956522,7.275815217391305,1.6763186727187356,4.190796681796838
Salvaterra,349,0.01,7005.0,12,5.2091690544412605,13.022922636103152,2.595289079229122,6.488222698072805
Santa Bárbara do Pará,341,0.04,6310.0,13,5.947214076246335,14.868035190615835,3.213946117274168,8.03486529318542
Santa Cruz do Arari,88,0.0,3093.0,1,1.7045454545454544,4.261363636363636,0.48496605237633367,1.2124151309408342
Santa Isabel do Pará,978,0.04,20901.0,54,8.613496932515337,21.533742331288344,4.030429166068609,10.076072915171522
Santa Luzia do Pará,337,0.01,6378.0,5,2.2477744807121662,5.619436201780415,1.1876763875823142,2.9691909689557856
Santa Maria das Barreiras,181,0.0,5582.0,,,,,
Santa Maria do Pará,373,0.02,8075.0,10,4.101876675603218,10.254691689008043,1.8947368421052633,4.736842105263158
Santana do Araguaia,570,0.01,21382.0,4,1.0631578947368423,2.6578947368421053,0.2834159573473015,0.7085398933682537
Santarém,6593,0.09,97028.0,200,4.959805854694372,12.399514636735933,3.3701611905841613,8.425402976460404
Santarém Novo,112,0.0,1975.0,3,4.017857142857143,10.044642857142858,2.278481012658228,5.69620253164557
Santo Antônio do Tauá,477,0.02,9523.0,9,2.8867924528301883,7.216981132075471,1.4459729076971541,3.6149322692428854
São Caetano de Odivelas,222,0.01,5365.0,7,4.777027027027027,11.942567567567568,1.9767008387698046,4.94175209692451
