nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Monte Negro,170,0.01,4602.0,4,3.5647058823529414,8.911764705882353,1.3168187744458932,3.292046936114733
Nova União,99,0.02,2331.0,2,3.090909090909091,7.727272727272727,1.3127413127413128,3.281853281853282
Parecis,63,0.01,1575.0,,,,,
Pimenteiras do Oeste,51,0.02,722.0,,,,,
Primavera de Rondônia,43,0.04,1076.0,2,7.2558139534883725,18.13953488372093,2.899628252788104,7.249070631970261
São Felipe D'Oeste,64,0.04,1890.0,3,7.3125,18.28125,2.476190476190476,6.190476190476191
São Francisco do Guaporé,246,0.01,5539.0,1,0.6158536585365854,1.5396341463414633,0.2735150749232714,0.6837876873081784
Seringueiras,190,0.02,3831.0,3,2.4157894736842103,6.039473684210526,1.1981205951448706,2.995301487862177
Teixeirópolis,57,0.04,1505.0,,,,,
Theobroma,133,0.02,3289.0,4,4.601503759398496,11.503759398496241,1.8607479477044695,4.651869869261174
Urupá,146,0.03,4008.0,4,4.232876712328767,10.582191780821919,1.5419161676646704,3.854790419161677
Vale do Anari,86,0.01,3085.0,3,5.284883720930233,13.212209302325581,1.4732576985413288,3.683144246353323
Vale do Paraíso,83,0.02,2586.0,4,7.3734939759036155,18.433734939759034,2.3665893271461718,5.91647331786543
Município ignorado - AC,1,,,,,,,
Acrelândia,253,0.02,4202.0,9,5.442687747035573,13.606719367588932,3.277010947168015,8.192527367920038
Assis Brasil,219,0.01,2036.0,11,7.609589041095891,19.02397260273973,8.18516699410609,20.462917485265226
Brasiléia,505,0.01,7361.0,65,19.499999999999996,48.75,13.377937780192909,33.44484445048227
Bujari,198,0.01,2674.0,3,2.2954545454545454,5.738636363636364,1.699700822737472,4.24925205684368
Capixaba,201,0.01,2961.0,6,4.522388059701492,11.305970149253731,3.069908814589666,7.674772036474165
Cruzeiro do Sul,1741,0.01,26777.0,136,11.834577828834004,29.586444572085007,7.694663330470179,19.23665832617545
Epitaciolândia,282,0.01,5295.0,51,27.398936170212767,68.49734042553192,14.592067988668555,36.48016997167139
Feijó,902,0.01,9957.0,16,2.6873614190687363,6.718403547671841,2.4344682133172646,6.086170533293161
Jordão,267,0.01,2012.0,,,,,
Mâncio Lima,386,0.0,4990.0,23,8.937823834196891,22.344559585492227,6.913827655310621,17.284569138276552
Manoel Urbano,256,0.0,2470.0,9,5.2734375,13.18359375,5.465587044534413,13.663967611336034
Marechal Thaumaturgo,472,0.0,4424.0,9,2.860169491525424,7.15042372881356,3.0515370705244123,7.628842676311031
Plácido de Castro,353,0.01,5492.0,11,4.720963172804532,11.80240793201133,3.0344136926438456,7.586034231609615
Porto Walter,338,0.0,2788.0,5,2.2189349112426036,5.547337278106509,2.690100430416069,6.7252510760401725
Rio Branco,6530,0.1,124942.0,872,22.033690658499236,55.08422664624809,11.515743304893471,28.78935826223368
Rodrigues Alves,390,0.0,4738.0,8,3.076923076923077,7.6923076923076925,2.5327142254115658,6.331785563528915
Santa Rosa do Purus,257,0.0,1507.0,3,1.7509727626459144,4.3774319066147855,2.9860650298606504,7.465162574651626
Senador Guiomard,396,0.01,6683.0,16,6.121212121212122,15.303030303030305,3.6271135717492147,9.067783929373036
Sena Madureira,929,0.01,12746.0,35,5.707750269106566,14.269375672766415,4.160128667817355,10.400321669543386
Tarauacá,1158,0.01,11079.0,48,6.27979274611399,15.699481865284975,6.563769293257514,16.409423233143784
Xapuri,311,0.01,5255.0,14,6.819935691318328,17.04983922829582,4.036156041864891,10.090390104662227
Porto Acre,346,0.0,4883.0,6,2.601156069364162,6.502890173410404,1.8431292238378045,4.607823059594511
Município ignorado - AM,8,,,,,,,
Alvarães,320,0.01,4166.0,11,5.207812499999999,13.01953125,4.000240038406145,10.000600096015363
Amaturá,242,0.0,3129.0,,,,,
Anamã,199,0.01,3348.0,6,4.567839195979899,11.41959798994975,2.7150537634408605,6.787634408602151
Anori,247,0.0,5529.0,,,,,
Apuí,195,0.0,6215.0,10,7.6923076923076925,19.230769230769234,2.413515687851971,6.033789219629927
Atalaia do Norte,357,0.0,5141.0,9,3.7815126050420167,9.453781512605042,2.6259482590935614,6.564870647733904
Autazes,877,0.0,9850.0,31,5.3021664766248575,13.255416191562144,4.720812182741117,11.802030456852792
Barcelos,469,0.0,8088.0,,,,,
Barreirinha,706,0.0,7989.0,15,3.186968838526912,7.967422096317281,2.816372512204281,7.040931280510702
Benjamin Constant,1053,0.01,10608.0,99,14.243589743589743,35.60897435897436,14.13885746606335,35.34714366515837
Beruri,427,0.0,4707.0,14,4.918032786885246,12.295081967213115,4.461440407903123,11.153601019757808
Boa Vista do Ramos,260,0.0,4696.0,1,0.576923076923077,1.4423076923076923,0.31942078364565585,0.7985519591141397
Boca do Acre,741,0.01,9685.0,22,4.497975708502024,11.244939271255062,3.441404233350542,8.603510583376355
Borba,690,0.0,10894.0,25,5.434782608695652,13.586956521739129,3.4422617954837524,8.605654488709382
Caapiranga,138,0.0,3495.0,3,3.260869565217391,8.152173913043478,1.2875536480686696,3.218884120171674
Canutama,213,0.01,4235.0,1,0.7112676056338029,1.778169014084507,0.3577331759149941,0.8943329397874853
Carauari,656,0.07,8221.0,10,2.4466463414634148,6.116615853658536,1.9523172363459433,4.8807930908648585
Careiro,414,0.0,10753.0,18,6.521739130434782,16.304347826086957,2.51092718311169,6.277317957779224
Careiro da Várzea,171,0.0,7796.0,4,3.508771929824561,8.771929824561402,0.7696254489481785,1.9240636223704464
Coari,1668,0.01,24894.0,106,9.627697841726619,24.069244604316548,6.450952036635334,16.127380091588336
Codajás,432,0.01,7846.0,15,5.260416666666667,13.151041666666666,2.8963803211827686,7.240950802956921
Eirunepé,831,0.01,9617.0,1,0.18231046931407943,0.45577617328519854,0.1575335343662265,0.3938338359155662
Envira,314,0.0,5353.0,1,0.47770700636942676,1.194267515923567,0.28021670091537454,0.7005417522884364
Fonte Boa,520,0.0,6459.0,,,,,
Guajará,360,0.0,4523.0,13,5.416666666666667,13.541666666666666,4.3112978111872655,10.778244527968162
Humaitá,846,0.01,14830.0,24,4.297872340425532,10.74468085106383,2.4517869184086307,6.129467296021578
Ipixuna,439,0.0,7184.0,22,7.517084282460136,18.79271070615034,4.593541202672606,11.483853006681516
Iranduba,898,0.01,13140.0,15,2.5306236080178177,6.326559020044543,1.7294520547945207,4.323630136986301
Itacoatiara,2019,0.02,28270.0,172,13.034175334323924,32.585438335809805,9.308807923593918,23.27201980898479
Itamarati,196,0.0,2450.0,1,0.7653061224489796,1.913265306122449,0.6122448979591837,1.530612244897959
Itapiranga,199,0.02,2558.0,4,3.0753768844221105,7.688442211055277,2.392494136043784,5.981235340109461
Japurá,142,0.0,1967.0,1,1.056338028169014,2.640845070422535,0.762582613116421,1.9064565327910523
Juruá,171,0.0,3643.0,1,0.8771929824561403,2.1929824561403506,0.41174855888004397,1.02937139720011
Jutaí,600,0.0,4844.0,32,8.0,20.0,9.90916597853014,24.77291494632535
Lábrea,682,0.01,12059.0,,,,,
Manacapuru,1886,0.01,28033.0,11,0.8836161187698832,2.2090402969247083,0.5944779367174401,1.4861948417936004
Manaquiri,250,0.0,7817.0,3,1.7999999999999998,4.5,0.5756684149929641,1.43917103748241
Manaus,41166,0.27,666415.0,2645,12.240016032648303,30.600040081620755,7.560941755512707,18.902354388781763
Manicoré,810,0.0,15194.0,5,0.9259259259259258,2.314814814814815,0.493615901013558,1.2340397525338949
Maraã,313,0.0,5233.0,1,0.4792332268370607,1.1980830670926517,0.2866424613032677,0.7166061532581693
Maués,1311,0.01,15900.0,64,7.395881006864989,18.48970251716247,6.09811320754717,15.245283018867925
Nhamundá,344,0.0,5711.0,4,1.744186046511628,4.3604651162790695,1.0506040973559798,2.626510243389949
Nova Olinda do Norte,591,0.0,10221.0,16,4.060913705583756,10.152284263959391,2.348106838861168,5.8702670971529205
Novo Airão,257,0.01,4845.0,1,0.5894941634241245,1.4737354085603112,0.31269349845201244,0.781733746130031
Novo Aripuanã,321,0.0,6859.0,1,0.46728971962616817,1.1682242990654206,0.21869077124945327,0.5467269281236332
Parintins,2021,0.01,32576.0,129,9.670212765957446,24.175531914893618,5.999355353634578,14.998388384086443
Pauini,308,0.0,5523.0,10,4.870129870129871,12.175324675324676,2.7159152634437804,6.7897881586094515
Presidente Figueiredo,556,0.07,9201.0,49,14.144784172661872,35.36196043165468,8.547440495598305,21.368601238995762
Rio Preto da Eva,361,0.01,8848.0,5,2.098337950138504,5.24584487534626,0.856125678119349,2.1403141952983726
Santa Isabel do Rio Negro,342,0.0,5636.0,1,0.43859649122807015,1.0964912280701753,0.26614620298083747,0.6653655074520937
Santo Antônio do Içá,603,0.0,7282.0,9,2.2388059701492535,5.597014925373134,1.8538862949739083,4.634715737434771
São Gabriel da Cachoeira,1119,0.02,11912.0,,,,,
São Paulo de Olivença,957,0.0,10047.0,14,2.19435736677116,5.4858934169279,2.090176171991639,5.2254404299790975
São Sebastião do Uatumã,178,0.0,3506.0,8,6.741573033707865,16.853932584269664,3.4227039361095266,8.556759840273816
Silves,181,0.0,2422.0,,,,,
Tabatinga,1632,0.01,17581.0,1,0.09283088235294118,0.23207720588235295,0.08617257266367101,0.21543143165917752
Tapauá,401,0.0,5494.0,16,5.985037406483791,14.962593516209477,4.368401892974154,10.921004732435385
Tefé,1557,0.03,19126.0,110,10.915221579961464,27.288053949903663,8.885809892293215,22.214524730733032
Tonantins,348,0.0,5349.0,,,,,
Uarini,288,0.0,3570.0,,,,,
Urucará,298,0.01,4976.0,16,8.134228187919463,20.335570469798657,4.871382636655949,12.178456591639872
Urucurituba,321,0.0,5625.0,2,0.9345794392523363,2.336448598130841,0.5333333333333333,1.3333333333333333
Município ignorado - RR,2,,,,,,,
Amajari,308,0.0,2718.0,11,5.357142857142857,13.392857142857142,6.070640176600441,15.176600441501103
Alto Alegre,599,0.0,4455.0,14,3.5058430717863103,8.764607679465776,4.713804713804714,11.784511784511785
Boa Vista,6358,0.09,105903.0,845,21.729710600817867,54.324276502044675,13.045664428769722,32.61416107192431
Bonfim,312,0.0,3076.0,16,7.6923076923076925,19.230769230769234,7.802340702210663,19.50585175552666
Cantá,315,0.0,4216.0,30,14.285714285714285,35.714285714285715,10.673624288425048,26.684060721062618
Caracaraí,425,0.01,5983.0,31,11.05058823529412,27.626470588235293,7.849740932642488,19.624352331606215
Caroebe,138,0.0,2623.0,8,8.695652173913043,21.73913043478261,4.574914220358368,11.437285550895922
Iracema,173,0.0,2960.0,9,7.803468208092486,19.508670520231213,4.560810810810811,11.402027027027026
Mucajaí,270,0.01,4742.0,36,20.2,50.5,11.50147617039224,28.753690425980597
Normandia,319,0.0,2606.0,11,5.172413793103448,12.931034482758621,6.331542594013815,15.828856485034535
Pacaraima,327,0.01,3336.0,32,14.825688073394497,37.06422018348624,14.532374100719425,36.330935251798564
Rorainópolis,422,0.0,8233.0,26,9.24170616113744,23.104265402843602,4.737033888011661,11.842584720029151
São João da Baliza,116,0.01,2293.0,7,9.142241379310345,22.85560344827586,4.624945486262538,11.562363715656346
São Luiz,84,0.01,2331.0,6,10.821428571428571,27.05357142857143,3.8996138996138994,9.749034749034749
Uiramutã,432,0.0,2392.0,20,6.944444444444445,17.36111111111111,12.54180602006689,31.354515050167223
Município ignorado - PA,4,,,,,,,
Abaetetuba,2530,0.05,48394.0,130,8.092885375494072,20.232213438735176,4.230896392114725,10.577240980286811
Abel Figueiredo,114,0.01,2203.0,2,2.6578947368421058,6.644736842105263,1.3753971856559237,3.4384929641398094
Acará,965,0.01,16556.0,44,6.907772020725387,17.269430051813472,4.026334863493597,10.065837158733993
Afuá,804,0.0,10767.0,33,6.156716417910448,15.391791044776118,4.59738088604068,11.4934522151017
Água Azul do Norte,163,0.0,8669.0,1,0.9202453987730062,2.3006134969325154,0.17303033798592685,0.43257584496481716
Alenquer,1138,0.01,16150.0,47,6.257029876977152,15.642574692442881,4.408978328173375,11.022445820433436
Almeirim,693,0.1,10694.0,31,7.380952380952381,18.452380952380953,4.783055919207032,11.957639798017581
Altamira,2105,0.05,34801.0,120,8.978622327790973,22.446555819477435,5.430878423033821,13.577196057584551
Anajás,751,0.0,7593.0,10,1.9973368841544608,4.993342210386151,1.9755037534571318,4.93875938364283
Ananindeua,8194,0.18,175386.0,477,10.303758847937514,25.759397119843786,4.813896206082583,12.034740515206458
Anapu,530,0.0,6809.0,24,6.7924528301886795,16.9811320754717,5.287119988250844,13.21779997062711
Augusto Corrêa,965,0.0,12541.0,9,1.3989637305699483,3.4974093264248705,1.0764691810860376,2.6911729527150947
Aurora do Pará,372,0.0,9120.0,13,5.241935483870968,13.104838709677418,2.138157894736842,5.345394736842105
Aveiro,206,0.01,4614.0,3,2.2063106796116507,5.515776699029126,0.9850455136540962,2.462613784135241
Bagre,463,0.0,8118.0,10,3.2397408207343417,8.099352051835854,1.8477457501847745,4.619364375461936
Baião,538,0.0,12423.0,10,2.7881040892193307,6.970260223048327,1.207437816952427,3.0185945423810674
Bannach,42,0.0,1009.0,,,,,
Barcarena,2053,0.13,36196.0,17,1.4035557720409158,3.508889430102289,0.796082440048624,1.9902061001215603
Belém,21370,0.26,497737.0,1850,16.361722040243333,40.904305100608326,7.024794218633536,17.561985546583838
Belterra,243,0.01,4928.0,7,4.364197530864198,10.910493827160494,2.1519886363636362,5.379971590909091
Benevides,1082,0.07,18671.0,48,7.12014787430684,17.8003696857671,4.126184992769535,10.31546248192384
Bom Jesus do Tocantins,229,0.01,4869.0,11,7.277292576419214,18.193231441048034,3.4226740603820085,8.556685150955023
Bonito,217,0.0,4538.0,5,3.4562211981566824,8.640552995391705,1.6527104451300132,4.131776112825033
Bragança,2148,0.02,37889.0,68,4.843575418994414,12.108938547486034,2.745915701126976,6.864789252817441
Brasil Novo,279,0.01,4808.0,2,1.086021505376344,2.7150537634408605,0.6301996672212978,1.5754991680532446
Brejo Grande do Araguaia,97,0.0,2256.0,2,3.0927835051546393,7.731958762886598,1.3297872340425532,3.324468085106383
Breu Branco,798,0.02,17921.0,34,6.518796992481203,16.29699248120301,2.9027398024663804,7.256849506165952
Breves,2382,0.01,28984.0,141,8.967884130982368,22.41971032745592,7.370100745238752,18.425251863096882
Bujaru,508,0.01,8184.0,14,4.175196850393701,10.437992125984252,2.591642228739003,6.479105571847508
Cachoeira do Piriá,356,0.0,8929.0,10,4.213483146067416,10.53370786516854,1.679919363870534,4.199798409676336
Cachoeira do Arari,236,0.0,6595.0,4,2.5423728813559325,6.3559322033898304,0.9097801364670204,2.274450341167551
Cametá,2478,0.01,39077.0,151,9.2318401937046,23.079600484261505,5.854210916907644,14.63552729226911
Canaã dos Carajás,875,0.26,10258.0,32,6.912,17.279999999999998,5.895886137648665,14.739715344121661
Capanema,1087,0.07,21860.0,56,8.268629254829808,20.67157313707452,4.111619396157365,10.279048490393414
Capitão Poço,827,0.01,17171.0,8,1.4655380894800485,3.6638452237001213,0.705841243957836,1.7646031098945898
Castanhal,3169,0.08,63034.0,228,11.65541180183023,29.138529504575576,5.8596947679030364,14.649236919757593
Chaves,283,0.0,6273.0,7,3.7102473498233217,9.275618374558304,1.6738402678144428,4.184600669536107
Colares,151,0.0,3459.0,6,5.960264900662252,14.90066225165563,2.6019080659150045,6.5047701647875105
Conceição do Araguaia,756,0.03,14534.0,17,3.474206349206349,8.685515873015873,1.8071418742259528,4.517854685564883
Concórdia do Pará,497,0.03,9406.0,3,0.9325955734406439,2.33148893360161,0.49277057197533486,1.2319264299383372
Cumaru do Norte,147,0.0,3153.0,2,2.0408163265306123,5.1020408163265305,0.9514747859181732,2.378686964795433
Curionópolis,443,0.12,5587.0,22,8.343115124153499,20.857787810383748,6.615357078933238,16.538392697333098
Curralinho,630,0.0,8812.0,23,5.476190476190476,13.690476190476192,3.9151157512482984,9.787789378120745
Curuá,208,0.0,3803.0,3,2.1634615384615383,5.408653846153847,1.183276360767815,2.9581909019195374
Curuçá,498,0.01,10820.0,24,7.301204819277109,18.253012048192772,3.3604436229205175,8.401109057301294
Dom Eliseu,699,0.03,17574.0,35,7.736051502145923,19.34012875536481,3.076988733356094,7.692471833390235
Eldorado dos Carajás,513,0.01,9989.0,8,2.362573099415205,5.906432748538012,1.2133346681349486,3.033336670337371
Faro,147,0.01,2338.0,1,1.0306122448979593,2.576530612244898,0.6479897348160822,1.6199743370402053
Floresta do Araguaia,298,0.01,5708.0,,,,,
Garrafão do Norte,431,0.0,7887.0,7,2.436194895591647,6.090487238979119,1.3313046785850131,3.3282616964625333
Goianésia do Pará,721,0.0,11732.0,13,2.7045769764216363,6.761442441054092,1.6621206955335834,4.155301738833958
Gurupá,647,0.0,8887.0,42,9.73724884080371,24.343122102009275,7.089006413862946,17.722516034657364
Igarapé-Açu,586,0.01,11926.0,27,6.98037542662116,17.4509385665529,3.429901056515177,8.574752641287942
Igarapé-Miri,1156,0.01,18718.0,63,8.256487889273357,20.641219723183394,5.099102468212417,12.747756170531039
Inhangapi,167,0.01,3329.0,18,16.32934131736527,40.82335329341317,8.191649143887053,20.479122859717634
Ipixuna do Pará,569,0.01,17376.0,21,5.591388400702988,13.978471001757468,1.8309737569060773,4.577434392265193
Irituia,480,0.01,9502.0,17,5.365625,13.414062500000002,2.7104820037886763,6.77620500947169
Itaituba,2095,0.02,32713.0,122,8.909785202863961,22.274463007159905,5.7059884449607186,14.264971112401799
Itupiranga,898,0.01,15837.0,46,7.760579064587973,19.401447661469934,4.400454631559007,11.001136578897519
Jacareacanga,521,0.01,3618.0,,,,,
Jacundá,904,0.01,18422.0,29,4.860066371681416,12.15016592920354,2.384920204103789,5.962300510259473
Juruti,966,0.01,14940.0,68,10.664596273291925,26.661490683229815,6.895582329317269,17.238955823293175
Limoeiro do Ajuru,494,0.0,7979.0,27,8.19838056680162,20.49595141700405,5.075824038100012,12.68956009525003
Mãe do Rio,624,0.02,9572.0,31,7.600961538461538,19.002403846153847,4.955077308817384,12.38769327204346
Magalhães Barata,127,0.01,2385.0,3,3.578740157480315,8.946850393700787,1.9056603773584906,4.764150943396227
Marabá,4811,0.11,82606.0,381,13.185720224485554,32.96430056121389,7.679405854296298,19.198514635740747
Maracanã,392,0.0,8549.0,12,4.591836734693878,11.479591836734695,2.105509416306001,5.263773540765001
Marapanim,333,0.01,8070.0,16,7.2792792792792795,18.1981981981982,3.0037174721189595,7.5092936802973975
Marituba,1665,0.05,40674.0,125,11.824324324324325,29.56081081081081,4.840315680778875,12.10078920194719
Medicilândia,459,0.0,8738.0,2,0.6535947712418301,1.6339869281045754,0.3433279926756695,0.8583199816891737
Melgaço,586,0.0,7521.0,11,2.8156996587030716,7.03924914675768,2.193857199840447,5.484642999601117
Mocajuba,469,0.01,8571.0,9,2.9072494669509594,7.268123667377398,1.590829541477074,3.9770738536926844
Moju,1174,0.03,22644.0,74,9.738500851788757,24.34625212947189,5.049019607843137,12.622549019607844
Mojuí dos Campos,,,4674.0,,,,,
Monte Alegre,1044,0.01,17493.0,60,8.706896551724139,21.767241379310345,5.196364259989711,12.990910649974275
Muaná,524,0.01,11154.0,27,7.806297709923664,19.515744274809162,3.667294244217321,9.168235610543304
Nova Esperança do Piriá,408,0.0,6407.0,1,0.3676470588235294,0.9191176470588236,0.23411893241766818,0.5852973310441704
Nova Ipixuna,194,0.0,4617.0,9,6.958762886597938,17.396907216494846,2.923976608187134,7.309941520467836
Nova Timboteua,142,0.01,4356.0,3,3.2007042253521125,8.001760563380282,1.0433884297520661,2.6084710743801653
Novo Progresso,481,0.01,8413.0,24,7.5592515592515594,18.8981288981289,4.321882800427908,10.804707001069772
Novo Repartimento,1259,0.0,20446.0,32,3.8125496425734715,9.531374106433677,2.347647461606182,5.869118654015455
Óbidos,1001,0.01,14891.0,2,0.3026973026973027,0.7567432567432568,0.20347861124168964,0.508696528104224
Oeiras do Pará,715,0.0,8790.0,17,3.5664335664335662,8.916083916083917,2.901023890784983,7.252559726962458
Oriximiná,1282,0.08,20693.0,106,13.394695787831512,33.48673946957879,8.29845841588943,20.746146039723577
Ourém,251,0.01,5161.0,15,9.05378486055777,22.634462151394423,4.40321643092424,11.0080410773106
Ourilândia do Norte,596,0.17,9723.0,3,0.8833892617449663,2.208473154362416,0.5414995371798826,1.3537488429497069
Pacajá,681,0.0,12538.0,27,5.947136563876652,14.867841409691628,3.230180252033817,8.075450630084543
Palestina do Pará,116,0.0,2291.0,2,2.586206896551724,6.4655172413793105,1.3094718463553032,3.273679615888258
Paragominas,2093,0.1,35050.0,188,14.820831342570475,37.052078356426186,8.850213980028531,22.12553495007133
Parauapebas,4512,0.42,59331.0,220,10.385638297872338,25.964095744680847,7.898063406987914,19.74515851746979
Pau D'Arco,127,0.0,1841.0,1,1.1811023622047243,2.952755905511811,0.8147745790331341,2.0369364475828355
Peixe-Boi,109,0.01,2476.0,3,4.169724770642202,10.424311926605505,1.83562197092084,4.5890549273021
Piçarra,174,0.0,3962.0,7,6.0344827586206895,15.086206896551724,2.65017667844523,6.625441696113074
Placas,246,0.0,8058.0,5,3.048780487804878,7.621951219512195,0.9307520476545049,2.326880119136262
Ponta de Pedras,295,0.01,8652.0,18,9.24406779661017,23.110169491525422,3.1518723994452147,7.879680998613038
Portel,1170,0.0,16342.0,70,8.974358974358974,22.435897435897438,6.425162158854485,16.062905397136216
Porto de Moz,670,0.0,10928.0,30,6.7164179104477615,16.791044776119403,4.117862371888727,10.294655929721815
Prainha,734,0.0,8903.0,37,7.561307901907358,18.90326975476839,6.233853757160508,15.584634392901268
Primavera,176,0.01,3194.0,6,5.164772727272727,12.911931818181818,2.845961177207264,7.114902943018159
Quatipuru,185,0.0,3941.0,2,1.6216216216216217,4.054054054054054,0.7612281146917026,1.9030702867292566
Redenção,1609,0.06,26596.0,5,0.49409571162212557,1.235239279055314,0.2989171303955482,0.7472928259888705
Rio Maria,327,0.04,5771.0,1,0.47706422018348627,1.1926605504587156,0.2703171027551551,0.6757927568878878
Rondon do Pará,752,0.03,15773.0,48,9.861702127659575,24.654255319148938,4.7017054460153425,11.754263615038356
Rurópolis,390,0.0,13587.0,20,7.6923076923076925,19.230769230769234,2.20799293442261,5.5199823360565246
Salinópolis,665,0.02,12543.0,14,3.2210526315789476,8.05263157894737,1.707725424539584,4.26931356134896
Salvaterra,366,0.01,6696.0,9,3.725409836065573,9.313524590163933,2.036290322580645,5.090725806451613
Santa Bárbara do Pará,306,0.03,6015.0,27,13.632352941176471,34.080882352941174,6.935162094763093,17.337905236907734
Santa Cruz do Arari,66,0.0,2937.0,1,2.272727272727273,5.681818181818182,0.5107252298263535,1.2768130745658834
Santa Isabel do Pará,961,0.04,20206.0,42,6.81789802289282,17.044745057232053,3.2426012075621102,8.106503018905276
Santa Luzia do Pará,375,0.01,6295.0,9,3.6359999999999997,9.09,2.1660047656870534,5.415011914217633
Santa Maria das Barreiras,182,0.0,5285.0,1,0.8241758241758242,2.0604395604395602,0.28382213812677387,0.7095553453169348
Santa Maria do Pará,376,0.01,7917.0,17,6.849734042553192,17.12433510638298,3.2531261841606667,8.132815460401668
