nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Seringueiras,171,0.02,3824.0,1,0.894736842105263,2.236842105263158,0.40010460251046026,1.0002615062761506
Teixeirópolis,59,0.04,1379.0,2,5.288135593220339,13.22033898305085,2.2625090645395214,5.656272661348805
Theobroma,131,0.02,3227.0,3,3.5038167938931295,8.759541984732824,1.4223737217229624,3.555934304307406
Urupá,151,0.03,3707.0,4,4.0927152317880795,10.2317880794702,1.6671162665227948,4.1677906663069875
Vale do Anari,110,0.01,3334.0,6,8.263636363636364,20.65909090909091,2.726454709058188,6.816136772645471
Vale do Paraíso,98,0.02,2357.0,1,1.5612244897959184,3.903061224489796,0.6491302503182012,1.622825625795503
Acrelândia,222,0.02,4629.0,6,4.135135135135135,10.337837837837839,1.9831497083603369,4.9578742709008425
Assis Brasil,190,0.01,2264.0,7,5.581578947368421,13.953947368421051,4.684187279151944,11.710468197879859
Brasiléia,489,0.01,8065.0,95,29.432515337423315,73.58128834355828,17.845629262244266,44.61407315561066
Bujari,248,0.01,2945.0,1,0.6108870967741936,1.5272177419354838,0.5144312393887945,1.2860780984719864
Capixaba,194,0.01,3424.0,3,2.342783505154639,5.856958762886599,1.3273948598130842,3.3184871495327104
Cruzeiro do Sul,1632,0.01,28378.0,118,10.95404411764706,27.38511029411765,6.299598280358024,15.748995700895058
Epitaciolândia,270,0.01,5733.0,52,29.17777777777778,72.94444444444444,13.741496598639456,34.35374149659864
Feijó,833,0.01,10341.0,3,0.5456182472989196,1.364045618247299,0.4395126196692776,1.0987815491731943
Jordão,263,0.01,2322.0,3,1.7281368821292775,4.320342205323194,1.9573643410852712,4.8934108527131785
Mâncio Lima,325,0.0,5556.0,21,9.692307692307692,24.23076923076923,5.669546436285097,14.173866090712743
Manoel Urbano,235,0.0,2692.0,4,2.553191489361702,6.382978723404255,2.2288261515601784,5.5720653789004455
Marechal Thaumaturgo,351,0.0,5120.0,10,4.273504273504273,10.683760683760683,2.9296875,7.32421875
Plácido de Castro,339,0.01,5777.0,7,3.1283185840707968,7.82079646017699,1.8357278864462525,4.5893197161156305
Porto Walter,230,0.0,3226.0,13,8.478260869565217,21.195652173913043,6.044637321760694,15.111593304401737
Rio Branco,6612,0.1,134308.0,684,17.06896551724138,42.67241379310345,8.40307353247759,21.007683831193972
Rodrigues Alves,304,0.0,5526.0,10,4.934210526315789,12.335526315789473,2.7144408251900107,6.7861020629750275
Santa Rosa do Purus,94,0.0,1816.0,4,6.382978723404255,15.957446808510639,3.303964757709251,8.259911894273127
Senador Guiomard,410,0.02,7129.0,6,2.239024390243902,5.597560975609756,1.2876981343806986,3.2192453359517463
Sena Madureira,761,0.01,13957.0,31,6.171484888304862,15.428712220762153,3.3649781471662967,8.41244536791574
Tarauacá,1078,0.01,12189.0,35,4.9188311688311686,12.297077922077921,4.350233817376323,10.875584543440807
Xapuri,329,0.01,5743.0,13,5.986322188449848,14.965805471124618,3.429392303674038,8.573480759185095
Porto Acre,356,0.0,5436.0,8,3.3707865168539324,8.426966292134832,2.207505518763797,5.518763796909493
Município ignorado - AM,25,,,,,,,
Alvarães,325,0.01,4441.0,11,5.127692307692308,12.819230769230769,3.752533213240261,9.381333033100653
Amaturá,280,0.0,3390.0,,,,,
Anamã,182,0.0,3858.0,,,,,
Anori,266,0.0,6218.0,,,,,
Apuí,211,0.0,6721.0,9,6.398104265402843,15.995260663507107,2.008629668204136,5.021574170510341
Atalaia do Norte,380,0.0,5813.0,13,5.131578947368421,12.828947368421053,3.3545501462239806,8.386375365559951
Autazes,890,0.0,10782.0,30,5.056179775280898,12.640449438202248,4.173622704507513,10.434056761268781
Barcelos,490,0.0,8130.0,2,0.6122448979591837,1.530612244897959,0.36900369003690037,0.9225092250922509
Barreirinha,808,0.0,8624.0,16,2.9702970297029703,7.425742574257425,2.782931354359926,6.957328385899815
Benjamin Constant,1019,0.0,11787.0,5,0.7360157016683023,1.8400392541707555,0.6362942224484602,1.5907355561211505
Beruri,510,0.0,5276.0,7,2.0588235294117645,5.147058823529411,1.9901440485216073,4.975360121304018
Boa Vista do Ramos,312,0.0,5239.0,,,,,
Boca do Acre,653,0.01,10176.0,23,5.336140888208269,13.340352220520673,3.4242334905660377,8.560583726415095
Borba,662,0.0,11697.0,25,5.664652567975831,14.161631419939576,3.2059502436522185,8.014875609130545
Caapiranga,183,0.0,3812.0,9,7.377049180327869,18.442622950819672,3.5414480587618047,8.853620146904513
Canutama,217,0.01,4364.0,5,3.490783410138249,8.726958525345623,1.7357928505957838,4.339482126489459
Carauari,625,0.02,8531.0,2,0.48960000000000004,1.2240000000000002,0.3586918297972102,0.8967295744930255
Careiro,481,0.0,11454.0,12,3.7422037422037424,9.355509355509357,1.5715034049240442,3.92875851231011
Careiro da Várzea,199,0.0,8611.0,3,2.261306532663317,5.653266331658291,0.5225873882243641,1.3064684705609104
Coari,1646,0.01,25828.0,131,12.057411907654922,30.143529769137306,7.684102524392133,19.210256310980334
Codajás,404,0.01,8745.0,18,6.75,16.875,3.118353344768439,7.795883361921097
Eirunepé,787,0.0,10187.0,3,0.5717916137229987,1.4294790343074968,0.44173947187592033,1.1043486796898008
Envira,369,0.0,5810.0,9,3.6585365853658534,9.146341463414634,2.323580034423408,5.80895008605852
Fonte Boa,573,0.0,5658.0,2,0.5235602094240838,1.3089005235602094,0.5302226935312832,1.325556733828208
Guajará,284,0.0,4923.0,10,5.28169014084507,13.204225352112676,3.0469226081657528,7.617306520414382
Humaitá,977,0.01,16325.0,44,6.822927328556807,17.057318321392017,4.083307810107197,10.208269525267994
Ipixuna,389,0.0,8287.0,19,7.326478149100257,18.31619537275064,3.4391215156268857,8.597803789067214
Iranduba,928,0.01,14155.0,3,0.48976293103448276,1.224407327586207,0.3210879547862946,0.8027198869657366
Itacoatiara,2028,0.03,30158.0,163,12.417899408284024,31.04474852071006,8.350520591551165,20.87630147887791
Itamarati,261,0.0,2413.0,2,1.1494252873563218,2.8735632183908044,1.2432656444260257,3.108164111065064
Itapiranga,187,0.0,2686.0,,,,,
Japurá,150,0.01,1292.0,4,4.040000000000001,10.100000000000001,4.690402476780187,11.726006191950464
Juruá,175,0.0,4227.0,9,7.7142857142857135,19.28571428571429,3.19375443577005,7.984386089425125
Jutaí,604,0.0,4333.0,18,4.470198675496689,11.175496688741722,6.2312485575813525,15.578121393953381
Lábrea,652,0.0,13183.0,1,0.23006134969325154,0.5751533742331288,0.11378290222255937,0.2844572555563984
Manacapuru,1795,0.01,29727.0,11,0.9284122562674093,2.321030640668524,0.5606014734080128,1.4015036835200323
Manaquiri,253,0.0,9264.0,3,1.7786561264822136,4.446640316205533,0.48575129533678757,1.2143782383419688
Manaus,39603,0.24,712390.0,2051,9.632755094311038,24.081887735777592,5.355016213029381,13.387540532573448
Manicoré,911,0.0,16377.0,32,5.26893523600439,13.172338090010976,2.9309397325517494,7.327349331379373
Maraã,358,0.0,5246.0,5,2.094972067039106,5.237430167597766,1.4296606938619902,3.574151734654975
Maués,1273,0.01,17347.0,92,10.948939512961509,27.372348782403773,8.03481870063988,20.0870467515997
Nhamundá,338,0.0,6131.0,20,8.875739644970414,22.189349112426036,4.893165878323275,12.232914695808189
Nova Olinda do Norte,586,0.0,11161.0,1,0.25597269624573377,0.6399317406143344,0.13439655944807813,0.33599139862019534
Novo Airão,289,0.01,5418.0,,,,,
Novo Aripuanã,386,0.0,7432.0,1,0.38860103626943004,0.9715025906735751,0.20182992465016147,0.5045748116254036
Parintins,1932,0.01,34030.0,157,12.311335403726707,30.77833850931677,6.989568028210402,17.47392007052601
Pauini,348,0.0,5650.0,6,2.586206896551724,6.4655172413793105,1.592920353982301,3.982300884955752
Presidente Figueiredo,547,0.04,10473.0,4,1.1407678244972579,2.8519195612431445,0.5958178172443426,1.4895445431108567
Rio Preto da Eva,415,0.01,9823.0,3,1.0951807228915662,2.737951807228916,0.4626896060266721,1.1567240150666804
Santa Isabel do Rio Negro,305,0.0,6579.0,,,,,
Santo Antônio do Içá,693,0.0,6892.0,24,5.194805194805195,12.987012987012985,5.22344747533372,13.0586186883343
São Gabriel da Cachoeira,1254,0.01,12854.0,15,1.812200956937799,4.530502392344498,1.767932161194959,4.4198304029873965
São Paulo de Olivença,871,0.0,11039.0,19,3.2721010332950633,8.180252583237658,2.581755593803787,6.454388984509467
São Sebastião do Uatumã,178,0.0,4025.0,1,0.8426966292134831,2.106741573033708,0.3726708074534162,0.9316770186335404
Silves,208,0.0,2502.0,3,2.1634615384615383,5.408653846153847,1.7985611510791368,4.496402877697841
Tabatinga,1752,0.01,19513.0,55,4.755993150684932,11.88998287671233,4.2702301030082515,10.675575257520627
Tapauá,389,0.0,5233.0,1,0.3856041131105398,0.9640102827763496,0.2866424613032677,0.7166061532581693
Tefé,1678,0.01,18811.0,147,13.272050059594756,33.180125148986896,11.83908351496465,29.597708787411623
Tonantins,363,0.0,5528.0,,,,,
Uarini,264,0.0,3793.0,1,0.5681818181818182,1.4204545454545454,0.39546533087266017,0.9886633271816504
Urucará,265,0.01,4837.0,,,,,
Urucurituba,299,0.0,6356.0,,,,,
Município ignorado - RR,1,,,,,,,
Amajari,329,0.0,3217.0,20,9.118541033434651,22.796352583586625,9.325458501709667,23.31364625427417
Alto Alegre,618,0.0,4227.0,18,4.368932038834951,10.922330097087379,6.3875088715401,15.96877217885025
Boa Vista,6749,0.09,115600.0,708,17.15187435175582,42.87968587938955,10.013667820069205,25.03416955017301
Bonfim,365,0.0,3199.0,27,11.095890410958905,27.73972602739726,12.660206314473273,31.650515786183185
Cantá,315,0.0,4769.0,18,8.571428571428571,21.428571428571427,5.661564269238834,14.153910673097085
Caracaraí,381,0.01,6434.0,11,4.374015748031495,10.93503937007874,2.59014609884986,6.475365247124651
Caroebe,145,0.0,2898.0,7,7.241379310344828,18.103448275862068,3.6231884057971016,9.057971014492754
Iracema,136,0.0,3435.0,8,8.823529411764707,22.058823529411764,3.493449781659389,8.73362445414847
Mucajaí,308,0.01,5169.0,25,12.297077922077921,30.7426948051948,7.3273360417875795,18.31834010446895
Normandia,428,0.0,2859.0,13,4.55607476635514,11.39018691588785,6.8205666316894025,17.051416579223506
Pacaraima,356,0.01,3786.0,62,26.384831460674157,65.96207865168539,24.809825673534075,62.02456418383518
Rorainópolis,542,0.01,8994.0,23,6.428966789667896,16.07241697416974,3.874249499666444,9.68562374916611
São João da Baliza,104,0.01,2499.0,2,2.9134615384615388,7.283653846153847,1.212484993997599,3.031212484993998
São Luiz,83,0.01,2471.0,3,5.475903614457831,13.689759036144581,1.839336301092675,4.598340752731688
Uiramutã,509,0.0,2650.0,27,7.956777996070727,19.891944990176817,15.283018867924529,38.20754716981132
Município ignorado - PA,2,,,,,,,
Abaetetuba,2532,0.05,50643.0,170,10.574644549763033,26.436611374407583,5.287009063444109,13.217522658610271
Abel Figueiredo,117,0.01,2267.0,14,18.12820512820513,45.32051282051282,9.355977062196736,23.38994265549184
Acará,996,0.01,16832.0,42,6.388554216867471,15.971385542168672,3.780299429657795,9.450748574144486
Afuá,911,0.0,11480.0,44,7.244785949506037,18.111964873765093,5.749128919860627,14.372822299651569
Água Azul do Norte,163,0.0,9153.0,3,2.7607361963190185,6.901840490797547,0.4916420845624386,1.2291052114060963
Alenquer,1031,0.01,16917.0,4,0.5877788554801164,1.469447138700291,0.35821954247206955,0.8955488561801738
Almeirim,738,0.06,10745.0,18,3.8780487804878048,9.695121951219512,2.6635644485807353,6.658911121451839
Altamira,2846,0.05,36883.0,151,8.35646521433591,20.891163035839774,6.448092617194914,16.120231542987288
Anajás,819,0.0,8381.0,22,4.029304029304029,10.073260073260073,3.9374776279680233,9.843694069920058
Ananindeua,8011,0.18,181277.0,347,7.666833104481337,19.167082761203343,3.388129768255211,8.470324420638029
Anapu,575,0.0,7818.0,27,7.043478260869565,17.608695652173914,5.180353031465848,12.95088257866462
Augusto Corrêa,954,0.0,13522.0,14,2.20125786163522,5.50314465408805,1.5530247004880935,3.8825617512202335
Aurora do Pará,395,0.0,10012.0,15,5.69620253164557,14.240506329113925,2.24730323611666,5.618258090291651
Aveiro,205,0.01,4712.0,3,2.217073170731707,5.5426829268292686,0.9645585738539898,2.411396434634975
Bagre,562,0.0,9334.0,5,1.3345195729537367,3.3362989323843415,0.8035140347118063,2.0087850867795156
Baião,567,0.0,14088.0,23,6.084656084656085,15.211640211640212,2.4488926746166952,6.122231686541738
Bannach,37,0.0,962.0,,,,,
Barcarena,2148,0.12,39821.0,25,1.9553072625698327,4.888268156424582,1.0547198714246253,2.6367996785615633
Belém,19249,0.3,500173.0,1087,11.011740869655567,27.529352174138914,4.237833709536501,10.594584273841251
Belterra,241,0.01,5225.0,6,3.7717842323651456,9.429460580912865,1.7397129186602869,4.349282296650718
Benevides,950,0.06,20344.0,42,7.029473684210527,17.573684210526316,3.282540306724341,8.206350766810854
Bom Jesus do Tocantins,248,0.01,5077.0,9,5.497983870967742,13.744959677419356,2.685641126649596,6.71410281662399
Bonito,182,0.01,5010.0,1,0.8324175824175825,2.0810439560439558,0.3023952095808384,0.7559880239520959
Bragança,2126,0.02,40174.0,75,5.397460018814675,13.49365004703669,2.8563249863095534,7.140812465773884
Brasil Novo,272,0.01,4629.0,14,7.79779411764706,19.49448529411765,4.5819831497083605,11.454957874270901
Brejo Grande do Araguaia,79,0.01,2211.0,2,3.835443037974684,9.58860759493671,1.3704206241519676,3.4260515603799186
Breu Branco,766,0.02,20167.0,22,4.39425587467363,10.985639686684074,1.6690633212674173,4.172658303168543
Breves,2540,0.01,30609.0,131,7.813582677165353,19.53395669291339,6.4838772909928455,16.209693227482113
Bujaru,503,0.0,8768.0,9,2.68389662027833,6.709741550695824,1.539689781021898,3.8492244525547448
Cachoeira do Piriá,344,0.0,10427.0,3,1.308139534883721,3.2703488372093026,0.4315718806943512,1.0789297017358779
Cachoeira do Arari,339,0.0,7060.0,10,4.424778761061947,11.061946902654867,2.124645892351275,5.311614730878187
Cametá,2405,0.01,41793.0,182,11.464864864864865,28.662162162162165,6.597516330485967,16.493790826214916
Canaã dos Carajás,1380,0.6,12187.0,31,5.391304347826088,13.478260869565217,6.1048658406498735,15.262164601624683
Capanema,1050,0.07,22358.0,8,1.2228571428571429,3.0571428571428574,0.5742910814920834,1.4357277037302085
Capitão Poço,807,0.01,17690.0,20,3.7546468401486988,9.386617100371748,1.712832108535896,4.282080271339741
Castanhal,3129,0.08,66670.0,147,7.610738255033557,19.026845637583893,3.5719214039298035,8.92980350982451
Chaves,370,0.0,6742.0,5,2.027027027027027,5.0675675675675675,1.1124295461287452,2.781073865321863
Colares,199,0.0,3509.0,9,6.78391959798995,16.959798994974875,3.847249928754631,9.618124821886576
Conceição do Araguaia,758,0.03,14688.0,4,0.8153034300791556,2.038258575197889,0.4207516339869281,1.0518790849673205
Concórdia do Pará,499,0.01,10141.0,12,3.643286573146293,9.108216432865731,1.7927226111823291,4.481806527955823
Cumaru do Norte,158,0.0,3501.0,1,0.949367088607595,2.3734177215189876,0.42844901456726653,1.0711225364181662
Curionópolis,328,0.13,5451.0,30,15.503048780487802,38.757621951219505,9.328563566318104,23.321408915795264
Curralinho,698,0.0,9754.0,20,4.297994269340974,10.744985673352435,3.075661267172442,7.689153167931106
Curuá,208,0.0,4231.0,,,,,
Curuçá,527,0.0,11774.0,15,4.269449715370019,10.673624288425048,1.9109903176490572,4.777475794122643
Dom Eliseu,692,0.03,18673.0,16,3.5722543352601153,8.93063583815029,1.3238365554543994,3.3095913886359987
Eldorado dos Carajás,409,0.01,10233.0,19,7.037897310513447,17.59474327628362,2.81295807681032,7.032395192025799
Faro,121,0.01,2218.0,4,5.008264462809918,12.520661157024794,2.732191163210099,6.830477908025249
Floresta do Araguaia,327,0.0,6039.0,1,0.45871559633027525,1.146788990825688,0.24838549428713363,0.620963735717834
Garrafão do Norte,411,0.0,8162.0,15,5.474452554744526,13.686131386861314,2.7566772849791716,6.8916932124479295
Goianésia do Pará,463,0.0,12737.0,16,5.183585313174946,12.958963282937367,1.884274161890555,4.710685404726388
Gurupá,736,0.0,9612.0,23,4.6875,11.71875,3.589263420724095,8.973158551810236
Igarapé-Açu,550,0.01,12338.0,17,4.682727272727273,11.706818181818182,2.08745339601232,5.2186334900308
Igarapé-Miri,1054,0.01,19379.0,50,7.186907020872865,17.967267552182165,3.9088704267506063,9.772176066876515
Inhangapi,162,0.01,3603.0,7,6.546296296296296,16.36574074074074,2.9433805162364695,7.358451290591174
Ipixuna do Pará,595,0.0,20229.0,18,4.53781512605042,11.344537815126051,1.334717484799051,3.336793711997627
Irituia,437,0.01,9760.0,13,4.506864988558353,11.267162471395881,2.0179303278688527,5.0448258196721305
Itaituba,2002,0.02,32954.0,137,10.47002997002997,26.175074925074927,6.360684590641501,15.901711476603749
Itupiranga,840,0.01,16189.0,26,4.689285714285715,11.723214285714285,2.433133609240843,6.082834023102106
Jacareacanga,582,0.01,2873.0,,,,,
Jacundá,794,0.01,19673.0,39,7.4414357682619645,18.603589420654913,3.0033548518273774,7.508387129568445
Juruti,1140,0.03,16854.0,55,7.453947368421053,18.63486842105263,5.041829832680669,12.604574581701673
Limoeiro do Ajuru,456,0.0,8651.0,14,4.605263157894736,11.513157894736842,2.4274650329441685,6.068662582360421
Mãe do Rio,591,0.02,9947.0,38,9.83756345177665,24.593908629441625,5.844978385442847,14.612445963607117
Magalhães Barata,97,0.01,2435.0,1,1.561855670103093,3.904639175257732,0.6221765913757701,1.555441478439425
Marabá,4751,0.11,88734.0,242,8.480951378657126,21.202378446642815,4.540874974643317,11.352187436608292
Maracanã,383,0.0,8799.0,13,5.091383812010443,12.72845953002611,2.216160927378111,5.5404023184452775
Marapanim,329,0.0,8398.0,7,3.1914893617021276,7.9787234042553195,1.2502976899261729,3.125744224815432
Marituba,1794,0.05,44161.0,87,7.637959866220736,19.09489966555184,3.102850931817667,7.757127329544168
Medicilândia,432,0.0,9315.0,1,0.3472222222222222,0.8680555555555556,0.1610305958132045,0.4025764895330113
Melgaço,536,0.0,8008.0,22,6.156716417910448,15.391791044776118,4.120879120879121,10.302197802197803
Mocajuba,506,0.01,9266.0,6,1.7964426877470356,4.49110671936759,0.9810058277573926,2.452514569393482
Moju,1204,0.01,24519.0,44,5.5365448504983386,13.841362126245848,2.718707940780619,6.796769851951548
Mojuí dos Campos,225,0.0,4798.0,,,,,
Monte Alegre,1138,0.01,17966.0,81,10.783391915641477,26.958479789103695,6.830401870199266,17.07600467549816
Muaná,605,0.01,12217.0,16,4.006611570247935,10.016528925619834,1.9841204878448064,4.960301219612016
Nova Esperança do Piriá,444,0.0,6663.0,9,3.040540540540541,7.601351351351352,2.0261143628995946,5.065285907248987
Nova Ipixuna,217,0.0,4958.0,8,5.529953917050691,13.82488479262673,2.4203307785397334,6.050826946349335
Nova Timboteua,165,0.01,4570.0,2,1.8363636363636366,4.590909090909092,0.6630196936542669,1.6575492341356675
Novo Progresso,553,0.01,8740.0,2,0.5479204339963833,1.3698010849909583,0.34668192219679633,0.8667048054919908
Novo Repartimento,1211,0.0,22562.0,24,2.972749793559042,7.431874483897605,1.595603226664303,3.9890080666607575
Óbidos,985,0.01,15385.0,1,0.1538071065989848,0.38451776649746194,0.09847253818654533,0.24618134546636336
Oeiras do Pará,649,0.0,9433.0,38,8.782742681047766,21.956856702619415,6.04261634686738,15.106540867168452
Oriximiná,1399,0.09,22362.0,88,10.284488920657614,25.71122230164403,6.434129326536089,16.085323316340222
Ourém,281,0.01,5361.0,2,1.0782918149466194,2.6957295373665477,0.5651930609960828,1.4129826524902072
Ourilândia do Norte,630,0.12,10538.0,2,0.5333333333333334,1.3333333333333335,0.31884608085025623,0.7971152021256406
Pacajá,752,0.0,13463.0,18,3.590425531914894,8.976063829787234,2.0054965460892817,5.013741365223204
Palestina do Pará,89,0.0,2323.0,,,,,
Paragominas,2001,0.06,37430.0,158,12.55472263868066,31.386806596701653,6.711728559978627,16.779321399946568
Parauapebas,4644,0.35,67663.0,143,6.235465116279071,15.588662790697674,4.279665400588209,10.699163501470522
Pau D'Arco,121,0.0,1756.0,1,1.2396694214876034,3.0991735537190084,0.8542141230068337,2.135535307517084
Peixe-Boi,103,0.01,2514.0,1,1.4708737864077672,3.6771844660194173,0.6026252983293556,1.506563245823389
Piçarra,141,0.0,4014.0,6,6.382978723404255,15.957446808510639,2.242152466367713,5.605381165919282
Placas,285,0.0,9170.0,7,3.684210526315789,9.210526315789473,1.1450381679389314,2.8625954198473282
Ponta de Pedras,352,0.01,9461.0,10,4.3039772727272725,10.759943181818182,1.6013106436951698,4.003276609237924
Portel,1458,0.0,18058.0,51,5.246913580246913,13.117283950617283,4.236349540369919,10.590873850924797
Porto de Moz,743,0.0,12021.0,31,6.258411843876177,15.646029609690443,3.8682305964562014,9.670576491140503
Prainha,722,0.0,9060.0,19,3.9473684210526314,9.868421052631579,3.145695364238411,7.864238410596027
Primavera,172,0.02,3285.0,,,,,
Quatipuru,168,0.0,4196.0,,,,,
Redenção,1627,0.07,27571.0,2,0.1972956361401352,0.4932390903503381,0.11642668020746437,0.2910667005186609
Rio Maria,274,0.03,5787.0,9,5.074817518248176,12.68704379562044,2.402799377916019,6.006998444790047
Rondon do Pará,676,0.03,16207.0,21,4.799556213017751,11.998890532544378,2.0019127537483805,5.00478188437095
Rurópolis,369,0.0,15331.0,6,2.4390243902439024,6.097560975609756,0.587045854803992,1.4676146370099798
Salinópolis,655,0.02,12957.0,31,7.241221374045802,18.103053435114504,3.6605695762908077,9.151423940727021
Salvaterra,381,0.01,7290.0,25,9.940944881889765,24.85236220472441,5.195473251028806,12.988683127572017
Santa Bárbara do Pará,354,0.03,6566.0,15,6.546610169491526,16.366525423728813,3.529546146816936,8.82386536704234
Santa Cruz do Arari,78,0.0,3254.0,3,5.769230769230769,14.423076923076922,1.3829133374308542,3.4572833435771355
Santa Isabel do Pará,996,0.03,21513.0,28,4.343373493975903,10.85843373493976,2.0108771440524333,5.027192860131084
Santa Luzia do Pará,376,0.01,6419.0,8,3.223404255319149,8.058510638297872,1.8881445708054216,4.720361427013554
Santa Maria das Barreiras,143,0.0,5857.0,1,1.048951048951049,2.6223776223776225,0.2561038074099369,0.6402595185248421
