nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Chapada Gaúcha,195,0.01,4209.0,10,7.76923076923077,19.423076923076923,3.599429793300071,8.998574483250179
Chiador,29,0.06,750.0,1,5.482758620689656,13.706896551724137,2.12,5.3
Cipotânea,44,0.01,1906.0,1,3.4431818181818183,8.607954545454545,0.7948583420776496,1.987145855194124
Claraval,10,0.07,1405.0,,,,,
Claro dos Poções,77,0.02,2050.0,2,3.9740259740259742,9.935064935064936,1.4926829268292683,3.731707317073171
Cláudio,410,0.3,8555.0,8,3.8048780487804885,9.512195121951219,1.8234950321449446,4.558737580362361
Coimbra,67,0.08,2104.0,,,,,
Coluna,102,0.02,2544.0,4,6.0,15.0,2.405660377358491,6.014150943396227
Comendador Gomes,23,0.15,826.0,1,7.5,18.75,2.088377723970944,5.2209443099273605
Comercinho,54,0.02,1792.0,5,14.166666666666666,35.41666666666667,4.268973214285714,10.672433035714286
Conceição da Aparecida,124,0.03,2886.0,6,7.475806451612903,18.689516129032256,3.212058212058212,8.03014553014553
Conceição das Pedras,26,0.03,718.0,1,5.942307692307692,14.85576923076923,2.151810584958217,5.379526462395543
Conceição das Alagoas,339,0.26,8514.0,8,4.460176991150442,11.150442477876107,1.7758985200845667,4.439746300211416
Conceição de Ipanema,56,0.02,1208.0,1,2.732142857142857,6.830357142857143,1.2665562913907285,3.1663907284768213
Conceição do Mato Dentro,299,0.22,4869.0,17,10.404682274247492,26.011705685618725,6.3894023413431915,15.973505853357977
Conceição do Pará,60,0.21,1472.0,1,3.025,7.5625,1.233016304347826,3.082540760869565
Conceição do Rio Verde,161,0.2,3816.0,3,3.354037267080745,8.385093167701864,1.4150943396226414,3.5377358490566038
Conceição dos Ouros,116,0.23,3367.0,6,9.543103448275863,23.857758620689655,3.2877932877932876,8.21948321948322
Cônego Marinho,69,0.0,2202.0,,,,,
Confins,97,0.3,2107.0,6,12.061855670103094,30.15463917525773,5.552918841955387,13.882297104888467
Congonhal,133,0.17,3226.0,7,9.23684210526316,23.092105263157894,3.808121512709237,9.520303781773093
Congonhas,688,0.32,16775.0,8,2.302325581395349,5.7558139534883725,0.9442622950819671,2.360655737704918
Congonhas do Norte,48,0.04,1381.0,1,3.25,8.125,1.1296162201303404,2.824040550325851
