nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Alta Floresta D'Oeste,354,0.08,7227.0,5,2.2881355932203395,5.720338983050848,1.1207970112079704,2.8019925280199254
Ariquemes,1724,0.08,34984.0,90,8.457076566125291,21.142691415313227,4.167619483192317,10.41904870798079
Cabixi,67,0.04,1649.0,1,2.328358208955224,5.82089552238806,0.9460278956943603,2.365069739235901
Cacoal,1452,0.11,27824.0,88,10.090909090909092,25.227272727272727,5.265957446808511,13.164893617021276
Cerejeiras,277,0.06,5309.0,4,2.2960288808664258,5.740072202166066,1.197965718591072,2.99491429647768
Colorado do Oeste,243,0.09,5140.0,5,3.364197530864198,8.410493827160494,1.590466926070039,3.976167315175097
Corumbiara,87,0.02,2399.0,3,5.275862068965517,13.189655172413792,1.9132972071696541,4.783243017924135
Costa Marques,216,0.02,5428.0,3,2.125,5.3125,0.8456153279292556,2.1140383198231394
Espigão D'Oeste,533,0.06,10210.0,8,2.386491557223265,5.966228893058161,1.2458374142997062,3.1145935357492656
Guajará-Mirim,842,0.05,14429.0,108,20.201900237529692,50.504750593824234,11.788758749740106,29.471896874350268
Jaru,846,0.06,17319.0,49,9.20921985815603,23.023049645390074,4.498527628615971,11.246319071539927
Ji-Paraná,2049,0.12,41751.0,97,7.953147877013178,19.882869692532946,3.9031400445498314,9.757850111374578
Machadinho D'Oeste,449,0.02,11898.0,10,3.407572383073497,8.518930957683741,1.285930408472012,3.2148260211800306
Nova Brasilândia D'Oeste,224,0.02,6512.0,4,2.732142857142857,6.830357142857143,0.9398034398034397,2.3495085995086
Ouro Preto do Oeste,578,0.08,12062.0,28,7.847750865051903,19.61937716262976,3.7605703863372573,9.401425965843146
Pimenta Bueno,615,0.1,11842.0,23,6.170731707317074,15.426829268292686,3.204695152845803,8.01173788211451
Porto Velho,8799,0.17,167420.0,543,10.830378452096829,27.075946130242073,5.692061880301039,14.230154700752598
Presidente Médici,289,0.08,6119.0,15,8.408304498269896,21.020761245674745,3.9712371302500404,9.928092825625102
Rio Crespo,49,0.03,1130.0,1,3.1530612244897958,7.88265306122449,1.3672566371681414,3.4181415929203545
